CODIGO_REGIONAL;REGIONAL;CODIGO_CENTRO;CENTRO;FICHA_CARACTERIZACION;FECHA_INICIAL;FECHA_FINAL;ESTADO_FICHA;CODIGO_PROGRAMA;VERSION;PROGRAMA_FORMACION;NIVEL_DE_FORMACION;APRENDICES_MATRICULADOS;APRENDICES_CERTIFICADOS;APRENDICES_SIN_CERTIFICADOS;APRENDICES_SIN_JUICIO;APRENDICES_NO_APROBADOS;CODIGO_CONVENIO;NOMBRE_CONVENIO;AMPLIACION_DE_COBERTURA(S/N);CODIGO_PROGRAMA_ESPECIAL;PROGRAMA_ESPECIAL
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2970538;2024-04-18 00:00:00.0;2024-05-06 00:00:00.0;En ejecucion;93930000;1;INSTALACION DE HERRAJES DE INTERIORISMO Y SISTEMAS DE ELEVACION;CURSO ESPECIAL;17;0;0;17;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2956643;2024-04-08 00:00:00.0;2024-04-29 00:00:00.0;Cancelada;33110272;1;PRIMEROS AUXILIOS PSICOLOGICOS;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2962270;2024-04-11 00:00:00.0;2024-04-26 00:00:00.0;Terminada por fecha;41311420;1;REPARACION DE TARJETAS ELECTRONICAS UTILIZANDO HERRAMIENTAS ESPECIALIZADAS PARA LOCALIZACION Y DIAGNOSTICO DE AVERIAS;CURSO ESPECIAL;30;0;0;30;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2964667;2024-04-18 00:00:00.0;2024-05-14 00:00:00.0;En ejecucion;22670008;1;SISTEMAS DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO BAJO FUNDAMENTOS ISO 45001;CURSO ESPECIAL;27;0;0;27;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2938775;2024-03-08 00:00:00.0;2024-03-26 00:00:00.0;Terminada;52620003;1;ELABORACION DE ACCESORIOS TEJIDOS EN MOSTACILLAS;CURSO ESPECIAL;25;17;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2965629;2024-04-17 00:00:00.0;2024-04-24 00:00:00.0;Terminada por fecha;93520032;1;CONFECCIÓN DE ROPA EXTERIOR - PANTALÓN FEMENINO;CURSO ESPECIAL;16;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2935190;2024-03-04 00:00:00.0;2024-03-29 00:00:00.0;Terminada;21720168;2;APRENDIZ DIGITAL;CURSO ESPECIAL;80;14;0;0;0;0;;;1001;AMBIENTES VIRTUALES DE APRENDIZAJE
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2944250;2024-03-13 00:00:00.0;2024-04-23 00:00:00.0;Terminada;52450024;2;PATRONAJE Y ESCALADO INDUSTRIAL;CURSO ESPECIAL;23;23;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2934137;2024-03-06 00:00:00.0;2024-03-29 00:00:00.0;Terminada;3000035;1;WORD BASICO;CURSO ESPECIAL;20;20;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2934729;2024-03-04 00:00:00.0;2024-03-29 00:00:00.0;Terminada;21720007;1;AUDITORIA INFORMATICA: CONCEPTUALIZACION;CURSO ESPECIAL;80;14;1;0;0;0;;;1001;AMBIENTES VIRTUALES DE APRENDIZAJE
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2965626;2024-04-22 00:00:00.0;2024-04-25 00:00:00.0;Terminada;84710024;2;BÁSICO EN OPERACIÓN Y MANTENIMIENTO DE MAQUINARIA PESADA (RETROCARGADOR);CURSO ESPECIAL;28;0;28;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2911057;2024-02-14 00:00:00.0;2024-02-28 00:00:00.0;Terminada;93510480;1;CONFECCION DE ROPA INTERIOR FEMENINA;CURSO ESPECIAL;26;26;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2936063;2024-03-06 00:00:00.0;2024-03-27 00:00:00.0;Terminada;22670002;1;ESTRUCTURA DE LA INFORMACION DOCUMENTADA  -NTCISO 9001:2015;CURSO ESPECIAL;24;24;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2954417;2024-04-13 00:00:00.0;2024-05-09 00:00:00.0;Cancelada;52450045;1;ELABORACIÓN DE PATRONES BASICOS DE BLUSA, FALDA Y PANTALÓN;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2954428;2024-04-01 00:00:00.0;2024-04-06 00:00:00.0;Terminada;86110527;1;CONSTRUCCION DE PAVIMENTO CON PLACA HUELLA PARA VIAS TERCIARIAS 1;CURSO ESPECIAL;15;15;0;0;0;8842;ACUERDO NO. 0003 DE 2023  POR EL CUAL SE CREA LA ESTRATEGIA CAMPE-SENA, EL PROGRAMA DE FORMACIÓN ESPECIALIZADA PARA LA ECONOMÍA CAMPESINA - FEEC, EN EL SERVICIO NACIONAL DE APRENDIZAJE;N;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2939656;2024-03-12 00:00:00.0;2024-03-26 00:00:00.0;Terminada;41310047;2;CORTE Y CONFECCIÓN DE PANTALÓN;CURSO ESPECIAL;20;12;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2917616;2024-02-17 00:00:00.0;2024-02-23 00:00:00.0;Terminada;22810249;1;HERRAMIENTAS AVANZADAS DE HOJA DE CALCULO;CURSO ESPECIAL;22;22;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2938420;2024-03-08 00:00:00.0;2024-05-01 00:00:00.0;Terminada por fecha;94110009;2;OPERACIÓN Y PROGRAMACIÓN DE FRESADORA CNC BÁSICA;CURSO ESPECIAL;17;0;0;17;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2917511;2024-02-21 00:00:00.0;2024-03-02 00:00:00.0;Terminada;13530036;1;MANEJO BÁSICO DE HERRAMIENTAS OFIMATICAS I;CURSO ESPECIAL;15;11;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2937820;2024-03-07 00:00:00.0;2024-03-18 00:00:00.0;Terminada;52450001;1;PATRONAJE ASISTIDO POR COMPUTADOR;CURSO ESPECIAL;19;17;1;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2975138;2024-04-27 00:00:00.0;2024-06-08 00:00:00.0;En ejecucion;83420234;1;SOLDADURA CON PROCESO SMAW EN UNIONES 1F Y 2F;CURSO ESPECIAL;19;0;0;19;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2971401;2024-04-22 00:00:00.0;2024-05-20 00:00:00.0;En ejecucion;52440868;1;ELABORACIÓN DE ARTÍCULOS DECORATIVOS Y UTILITARIOS APLICANDO TÉCNICAS DE RELIEVES, GRABADOS Y/O MARMOLADO;CURSO ESPECIAL;22;0;0;22;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2962288;2024-04-15 00:00:00.0;2024-04-26 00:00:00.0;Cancelada;21450020;1;MANTENIMIENTO E INSTALACIÓN DE REDES CABLEADAS E INHALÁMBRICAS;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2964588;2024-04-16 00:00:00.0;2024-07-15 00:00:00.0;En ejecucion;51240078;1;INGLES BASICO - NIVEL 1;CURSO ESPECIAL;23;0;0;23;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2918013;2024-02-22 00:00:00.0;2024-03-06 00:00:00.0;Terminada;22510110;1;MANEJO DE 3D STUDIO MAX BÁSICO;CURSO ESPECIAL;12;12;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2963858;2024-04-15 00:00:00.0;2024-05-06 00:00:00.0;Cancelada;52430133;1;DISEÑO Y CONFECCIÓN DE PRENDAS DE VESTIR;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2933596;2024-03-06 00:00:00.0;2024-03-29 00:00:00.0;Terminada;3000035;1;WORD BASICO;CURSO ESPECIAL;20;20;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2919984;2024-02-20 00:00:00.0;2024-03-14 00:00:00.0;Terminada;83810373;1;DIAGNOSTICO DE MOTORES DIESEL;CURSO ESPECIAL;17;17;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2962315;2024-04-15 00:00:00.0;2024-04-26 00:00:00.0;Terminada por fecha;21450020;1;MANTENIMIENTO E INSTALACIÓN DE REDES CABLEADAS E INHALÁMBRICAS;CURSO ESPECIAL;17;0;0;17;0;0;;;1003;AULA MÓVIL
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2938377;2024-03-09 00:00:00.0;2024-04-13 00:00:00.0;Terminada;51240078;1;INGLES BASICO - NIVEL 1;CURSO ESPECIAL;18;13;0;0;0;0;;;1013;PROGRAMA DE BILINGUISMO
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2944844;2024-03-14 00:00:00.0;2024-04-18 00:00:00.0;Terminada;93510509;1;ELABORACION DE MUÑEQUERIA EN TELA;CURSO ESPECIAL;30;0;21;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2969232;2024-04-19 00:00:00.0;2024-04-23 00:00:00.0;Cancelada;22620489;1;TRABAJADOR AUTORIZADO PARA TRABAJO EN ALTURAS;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2946250;2024-03-16 00:00:00.0;2024-03-30 00:00:00.0;Terminada por fecha;13410564;1;MANEJO INTERMEDIO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL;CURSO ESPECIAL;18;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2932864;2024-03-11 00:00:00.0;2024-03-21 00:00:00.0;Terminada;2000004;1;MANEJO DE ELEMENTOS Y HERRAMIENTAS MANUALES EN CONDICIONES DE TRABAJO SEGURO;CURSO ESPECIAL;19;19;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2960570;2024-04-13 00:00:00.0;2024-04-22 00:00:00.0;Terminada;93510037;2;CONFECCIÓN DE PRENDAS DEPORTIVAS;CURSO ESPECIAL;22;0;22;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2956470;2024-04-05 00:00:00.0;2024-04-18 00:00:00.0;Terminada;21730061;1;FUNDAMENTOS DE PROGRAMACIÓN;CURSO ESPECIAL;12;12;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2917685;2024-02-19 00:00:00.0;2024-03-06 00:00:00.0;Terminada;13410564;1;MANEJO INTERMEDIO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL;CURSO ESPECIAL;24;21;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2959575;2024-04-22 00:00:00.0;2024-06-24 00:00:00.0;En ejecucion;86110345;1;LEVANTAMIENTO DE MUROS EN MAMPOSTERIA;CURSO ESPECIAL;21;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2944824;2024-03-14 00:00:00.0;2024-03-27 00:00:00.0;Terminada;83830000;1;MANTENIMIENTO DE MOTORES DE 2 Y 4 TIEMPOS EN EQUIPOS UTILITARIOS;CURSO ESPECIAL;23;23;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2972416;2024-04-22 00:00:00.0;2024-04-29 00:00:00.0;Terminada por fecha;52450111;1;PATRONAJE Y ESCALADO DE ROPA DEPORTIVA;CURSO ESPECIAL;21;0;0;21;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2947034;2024-03-16 00:00:00.0;2024-04-20 00:00:00.0;Terminada;52450111;1;PATRONAJE Y ESCALADO DE ROPA DEPORTIVA;CURSO ESPECIAL;33;33;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2975104;2024-04-25 00:00:00.0;2024-05-09 00:00:00.0;En ejecucion;83420234;1;SOLDADURA CON PROCESO SMAW EN UNIONES 1F Y 2F;CURSO ESPECIAL;23;0;0;23;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2934106;2024-03-04 00:00:00.0;2024-03-29 00:00:00.0;Terminada;21450171;1;VARIABLES Y ESTRUCTURAS DE CONTROL EN LA PROGRAMACION ORIENTADA A OBJETOS: JAVA;CURSO ESPECIAL;80;0;6;0;0;0;;;1001;AMBIENTES VIRTUALES DE APRENDIZAJE
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2910115;2024-02-12 00:00:00.0;2024-02-29 00:00:00.0;Terminada;22810239;1;ALFABETIZACIÓN INFORMÁTICA;CURSO ESPECIAL;21;14;0;0;0;0;;;1003;AULA MÓVIL
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2957970;2024-04-08 00:00:00.0;2024-04-18 00:00:00.0;Terminada por fecha;3000035;1;WORD BASICO;CURSO ESPECIAL;19;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2934105;2024-03-04 00:00:00.0;2024-03-29 00:00:00.0;Terminada;21450171;1;VARIABLES Y ESTRUCTURAS DE CONTROL EN LA PROGRAMACION ORIENTADA A OBJETOS: JAVA;CURSO ESPECIAL;80;12;1;0;0;0;;;1001;AMBIENTES VIRTUALES DE APRENDIZAJE
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2948307;2024-03-20 00:00:00.0;2024-04-04 00:00:00.0;Terminada por fecha;41311514;1;APLICACION DE LA ETICA Y HABILIDADES SOCIALES EN EL CONTEXTO LABORAL;CURSO ESPECIAL;16;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2974674;2024-04-25 00:00:00.0;2024-05-17 00:00:00.0;En ejecucion;3000069;1;TRAZADO EN LAMINAS Y PERFILES METALICOS;CURSO ESPECIAL;20;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2962237;2024-04-17 00:00:00.0;2024-05-06 00:00:00.0;En ejecucion;83830000;1;MANTENIMIENTO DE MOTORES DE 2 Y 4 TIEMPOS EN EQUIPOS UTILITARIOS;CURSO ESPECIAL;39;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2934731;2024-03-04 00:00:00.0;2024-03-29 00:00:00.0;Terminada;21720007;1;AUDITORIA INFORMATICA: CONCEPTUALIZACION;CURSO ESPECIAL;80;20;0;0;0;0;;;1001;AMBIENTES VIRTUALES DE APRENDIZAJE
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2938381;2024-03-12 00:00:00.0;2024-04-30 00:00:00.0;Terminada;83110000;1;OPERACION DE FRESADORAS DE CONTROL NUMERICO COMPUTARIZADO;CURSO ESPECIAL;12;0;4;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2974574;2024-04-19 00:00:00.0;2024-04-30 00:00:00.0;Terminada por fecha;13530025;2;SERVICIO AL CLIENTE;CURSO ESPECIAL;22;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2935761;2024-03-06 00:00:00.0;2024-03-15 00:00:00.0;Cancelada;52450111;1;PATRONAJE Y ESCALADO DE ROPA DEPORTIVA;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2955530;2024-04-11 00:00:00.0;2024-04-27 00:00:00.0;Terminada por fecha;66420048;1;FUNDAMENTOS EN ADMINISTRACION DEPORTIVA;CURSO ESPECIAL;30;0;0;29;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2954426;2024-04-01 00:00:00.0;2024-04-26 00:00:00.0;Cancelada;52450045;1;ELABORACIÓN DE PATRONES BASICOS DE BLUSA, FALDA Y PANTALÓN;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2918422;2024-02-21 00:00:00.0;2024-03-30 00:00:00.0;Terminada;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;36;22;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2907039;2024-02-08 00:00:00.0;2024-03-21 00:00:00.0;Terminada;66420048;1;FUNDAMENTOS EN ADMINISTRACION DEPORTIVA;CURSO ESPECIAL;39;39;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2916151;2024-02-21 00:00:00.0;2024-03-11 00:00:00.0;Terminada;22810239;1;ALFABETIZACIÓN INFORMÁTICA;CURSO ESPECIAL;19;19;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2945203;2024-03-15 00:00:00.0;2024-04-26 00:00:00.0;Terminada;83830299;1;MANTENIMIENTO PREVENTIVO DE MOTOCICLETAS Y MOTOCARROS;CURSO ESPECIAL;16;0;8;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2945204;2024-03-19 00:00:00.0;2024-04-16 00:00:00.0;Terminada;83830299;1;MANTENIMIENTO PREVENTIVO DE MOTOCICLETAS Y MOTOCARROS;CURSO ESPECIAL;22;0;12;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2911052;2024-02-13 00:00:00.0;2024-03-06 00:00:00.0;Terminada;13410017;1;COMPORTAMIENTO EMPRENDEDOR;CURSO ESPECIAL;27;24;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2940966;2024-03-11 00:00:00.0;2024-04-03 00:00:00.0;Terminada;93510495;1;ELABORACION DE BATAS Y OVEROLES DE DOTACION HOSPITALARIA;CURSO ESPECIAL;34;18;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2959765;2024-04-11 00:00:00.0;2024-04-27 00:00:00.0;Terminada por fecha;52620003;1;ELABORACION DE ACCESORIOS TEJIDOS EN MOSTACILLAS;CURSO ESPECIAL;21;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2915692;2024-02-20 00:00:00.0;2024-03-06 00:00:00.0;Terminada;22810749;1;FUNDAMENTOS DE REDES DE DATOS;CURSO ESPECIAL;16;16;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2914429;2024-02-15 00:00:00.0;2024-02-23 00:00:00.0;Terminada;22810249;1;HERRAMIENTAS AVANZADAS DE HOJA DE CALCULO;CURSO ESPECIAL;28;14;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2916691;2024-02-16 00:00:00.0;2024-02-29 00:00:00.0;Terminada por fecha;13410563;1;MANEJO BASICO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL;CURSO ESPECIAL;28;0;0;28;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2937794;2024-03-06 00:00:00.0;2024-03-15 00:00:00.0;Terminada;13410563;1;MANEJO BASICO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL;CURSO ESPECIAL;13;7;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2939679;2024-03-16 00:00:00.0;2024-03-25 00:00:00.0;Terminada;52430141;1;CONFECCIÓN DE SHORT;CURSO ESPECIAL;18;18;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2944918;2024-03-15 00:00:00.0;2024-04-08 00:00:00.0;Cancelada;12210008;1;REDACCION Y ORTOGRAFIA;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2907738;2024-02-03 00:00:00.0;2024-03-30 00:00:00.0;Terminada;52660008;1;ELABORACION DE PRODUCTOS ARTESANALES CON RECURSOS NATURALES;CURSO ESPECIAL;16;16;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2911058;2024-02-13 00:00:00.0;2024-02-28 00:00:00.0;Terminada;83220016;2;CONOCIMIENTOS Y PRINCIPIOS BÁSICOS DE LA INSTALACIONES ELÉCTRICAS DOMICILIARIAS;CURSO ESPECIAL;25;15;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2954754;2024-03-29 00:00:00.0;2024-04-03 00:00:00.0;Cancelada;83610066;1;INTERPRETACIÓN DE PLANOS ESTRUCTURALES;CURSO ESPECIAL;0;0;0;0;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2906584;2024-02-06 00:00:00.0;2024-03-08 00:00:00.0;Terminada;51240087;1;ENGLISH DOES WORK - LEVEL 1;CURSO ESPECIAL;80;16;0;0;0;0;;;1013;PROGRAMA DE BILINGUISMO
